Serial,DeploymentId,Name,DBA,InvHub-Invoices,InvHub-Statements,EP-Unknown,EP-Unknown-PAID,EP-SO,EP-SO-PAID,EP-PartsDeposit,EP-PartsDeposit-PAID,EP-SalesDeposit,EP-SalesDeposit-PAID,EP-Invoice,EP-Invoice-PAID,EP-SODeposit,EP-SODeposit-PAID,EP-ApptDeposit,EP-ApptDeposit-PAID,EP-ARExpressPay,EP-ARExpressPay-PAID,EP-ARStatement,EP-ARStatement-PAID,Usage-AddWork,Usage-AddWorkTech,Usage-ArchiveCount,Usage-AttachmentCount,Usage-AutoBilling,Usage-BarcodeLabel,Usage-BinLabel,Usage-CustomerCare,Usage-DataTablesTotalSize,Usage-DealActivity,Usage-DueBill,Usage-eSignature,Usage-InspectionReportLayout,Usage-MakeReady,Usage-MaxUsers,Usage-OnlineApproval,Usage-PartRequest,Usage-PickTicketLabel,Usage-PurchaseOrder,Usage-ServiceEstimates,Usage-ServiceInspections,Usage-ServiceOrders,Usage-ServiceOrders-Closed,Usage-ServiceOrders-CustPay,Usage-ServieOrders-WithMedia,Usage-SOPLabel,Usage-TiresInStorage,Usage-TireStorageLabel,Usage-VSL,Usage-WPEvent
7195,B947F6AE-469A-47AC-B6E3-1B60C14834E5,ST. CROIX AUTO LTD.,ST. CROIX AUTO LTD.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19063,924,0,0,0,2,1648,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,177,0,0,0
7196,B947F6AE-469A-47AC-B6E3-1B60C14834E5,ST. CROIX AUTO LTD.,ST. CROIX AUTO LTD.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19063,924,0,0,0,2,1648,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,177,0,0,0
7198,B947F6AE-469A-47AC-B6E3-1B60C14834E5,684738 N.B. LTD.,VOLVO CARS NEW BRUNSWICK,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,19063,924,0,0,0,2,1648,0,21,,,0,17,0,0,1,177,0,,519,451,366,0,1,735,3,0,525
7199,8c256280-d2f2-4eed-9922-f15b75b4f20e,FAIRVIEW PLYMOUTH CHRYSLER LTD. ,FAIRVIEW JEEP RAM,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,3784,277,0,1,1,1,8,0,51,,,0,30,0,27,1,41,0,,443,374,230,0,1,232,3,1,170
7204,1ed17a14-3298-4094-ad2a-d0119aeeb0ea,612111 LTD,SUMMIT DODGE FREDERICTON,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,3832,179,0,0,0,0,8,0,39,,,0,34,0,1,1,0,34,,454,398,216,0,1,0,0,1,376
7205,F411644A-8887-4EAE-9287-1494747966BC,BRUCE FORD SALES LIMITED,,25,0,0,0,4,3,23,17,0,0,0,0,1,1,0,0,0,0,0,0,402,291,44534,14681,0,1,0,4,88,0,79,,,178,20,0,611,1,0,47,,385,362,278,174,2,411,3,1,5203
7206,F411644A-8887-4EAE-9287-1494747966BC,BRUCE AUTOMOTIVE YARMOUTH INC. ,BRUCE HONDA,46,0,0,0,23,12,12,12,4,4,0,0,15,12,0,0,0,0,0,0,322,152,44534,14681,0,1,0,4,88,0,251,,,110,24,0,412,2,0,133,,486,445,352,55,2,468,1,1,7643
7207,F411644A-8887-4EAE-9287-1494747966BC,BRUCE H-N LIMITED,BRUCE HYUNDAI,35,0,0,0,37,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,637,409,44534,14681,0,1,1,4,88,0,96,,,151,32,0,692,1,0,54,,793,713,521,240,2,344,1,1,10117
7208,F411644A-8887-4EAE-9287-1494747966BC,BRUCE CHEVROLET BUICK GMC LIMITED,BRUCE CHEVROLET BUICK GMC - DIGBY,16,0,0,0,0,0,1,1,0,0,0,0,22,7,0,0,0,0,0,0,90,1,44534,14681,0,1,1,4,88,0,19,,,39,12,0,16,1,0,28,,326,280,244,0,2,417,2,1,3256
7209,F411644A-8887-4EAE-9287-1494747966BC,BRUCE CHEVROLET BUICK GMC LIMITED,BRUCE AUTOMOTIVE GROUP - CORPORATE OFFICE,2122,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,0,0,0,4,88,0,0,,,0,14,0,0,1,0,0,,0,0,0,0,0,312,1,0,579
7210,F411644A-8887-4EAE-9287-1494747966BC,BRUCE CHEVROLET BUICK GMC LIMITED,,20,0,0,0,0,0,11,7,0,0,0,0,20,9,0,0,0,0,0,0,162,6,44534,14681,0,1,0,4,88,0,81,,,50,23,0,340,1,0,2,,624,555,434,3,3,327,3,1,5345
7212,F411644A-8887-4EAE-9287-1494747966BC,BRUCE CHEVROLET BUICK GMC LTD.,CSN COLLISION CENTRE,78,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,46,0,44534,14681,0,1,1,4,88,0,0,,,0,7,0,0,1,7,0,,171,134,138,4,5,312,0,0,240
7213,F411644A-8887-4EAE-9287-1494747966BC,BRUCE FORD SALES LIMITED ,BRUCE AUTO SPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,0,1,0,4,88,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,312,0,1,186
7214,F411644A-8887-4EAE-9287-1494747966BC,J BARKER CAPITAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,0,0,0,4,88,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,312,0,0,186
7215,F411644A-8887-4EAE-9287-1494747966BC,L BARKER CAPITAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,0,0,0,4,88,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,312,0,0,186
7216,F411644A-8887-4EAE-9287-1494747966BC,MPG MARKETING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,0,0,0,4,88,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,0,312,0,0,186
7217,F411644A-8887-4EAE-9287-1494747966BC,BRUCE LEASING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44534,14681,1235,0,0,4,88,0,6,,,9,14,0,0,0,0,0,,0,0,0,0,0,312,0,0,142
7218,F47570B2-EE9F-4E9A-A347-F4C4DC5AF1B9,KEMAC HOLDINGS LTD,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7300,D87C1242-4397-4F36-8CC6-4F300C1CABD5,COLLEGE FORD OF TABER LTD.,,163,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,91,2133,134,0,1,0,0,0,0,61,,,0,17,0,105,0,0,31,,206,189,148,0,1,0,0,0,884
7301,DE97C461-A95B-47B9-AA1E-F30EEDC3AB49,COLLEGE FORD LINCOLN LTD.,,702,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1333,551,7495,698,0,1,0,0,0,0,522,,,0,39,0,1209,1,137,115,,796,679,539,8,4,123,2,0,3561
7302,DE97C461-A95B-47B9-AA1E-F30EEDC3AB49,COLLEGE LEASING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7495,698,230,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,122,0,0,0
7303,a5dce05e-3013-43e2-9eea-d691ea8b693d,SMGCT  ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,E2166134-A19F-4758-834C-72680DF79E3B,COUNTRY CHRYSLER DODGE JEEP RAM,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,3360,57,0,1,0,0,8,0,0,,0,0,16,0,0,1,205,0,0,358,318,259,0,0,0,0,0,536
7305,65A11A8A-B6DC-4D9F-AFE6-1987593E1C38,HIGH PRAIRIE FORD SALES & SERVICE LTD,REVOLUTION FORD,151,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,425,2715,694,0,1,0,0,0,0,15,,,0,19,0,1564,1,0,90,,300,259,193,0,1,68,1,0,664
7306,9FAFC1AA-26B2-43F9-80FB-FA1C1CEDE064,1615380 ALBERTA LTD,LEGACY DODGE CHRYSLER JEEP RAM,458,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,57,17775,1713,0,2,1,0,8,0,0,,8,0,55,7,1460,1,0,626,0,694,621,308,75,2,0,0,0,8599
7308,4F135291-53CB-4B75-BD56-DCBAA772D727,WHITECOURT FORD INC,,386,47,0,0,14,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,278,118,6190,240,0,1,1,0,0,0,0,,0,0,26,0,567,1,6,79,0,541,506,264,11,1,0,0,0,1656
7309,B571E00A-6AAE-4FA5-9DFA-A897CC7E0A4E,BARRHEAD FORD INC.,,135,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,2473,82,0,1,0,0,0,0,0,,0,0,11,0,0,0,65,0,0,246,223,152,0,1,0,0,0,254
7310,3A122FE9-0C6E-414D-BD06-A71E4EBFCD54,ZENDER FORD SALES LTD.,,1312,142,0,0,0,0,1,1,13,8,0,0,19,17,0,0,12,9,0,0,2262,1892,14976,2169,0,1,0,0,0,0,154,,,218,65,0,6595,1,457,86,,1639,1285,1128,1,10,0,0,1,7941
7312,A388944A-1115-4352-8259-564DA8C00BB7,ASHAR INVESTMENTS LTD.,,469,23,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,22,0,0,449,428,443,0,0,436,0,1,4063
7313,A388944A-1115-4352-8259-564DA8C00BB7,BOB WOLFE INVESTMENTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7314,A388944A-1115-4352-8259-564DA8C00BB7,WOLFE PACK WARRIORS FOUNDATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7315,A388944A-1115-4352-8259-564DA8C00BB7,1945150 ALBERTA LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7316,A388944A-1115-4352-8259-564DA8C00BB7,WOLFE CALWEST PROPERTIES LTD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7317,A388944A-1115-4352-8259-564DA8C00BB7,1145041 ALBERTA LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7318,A388944A-1115-4352-8259-564DA8C00BB7,ALC TRUCKS LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7319,A388944A-1115-4352-8259-564DA8C00BB7,ALBERTA LEASECO - WESTERN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,164,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7320,A388944A-1115-4352-8259-564DA8C00BB7,ALBERTA LEASECO - EML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,167,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7321,A388944A-1115-4352-8259-564DA8C00BB7,ALBERTA LEASECO - GSL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,583,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7322,F587BE25-199C-442F-8F26-EAF08DD64EC4,HANSEN FORD QUICKLANE,,16,0,0,0,1,1,0,0,0,0,0,0,18,8,0,0,0,0,0,0,628,335,16275,10295,0,2,1,0,0,0,0,,,0,12,0,952,1,0,206,,670,556,398,107,1,105,5,1,3932
7323,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
7324,2411B62C-9C48-4756-B124-A1BA858F22D8,RIVER HEIGHTS MOTOR PRODUCTS,COCHRANE NISSAN,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,3535,210,0,1,0,0,0,0,221,,,0,22,0,1548,1,170,259,,478,405,257,0,1,104,1,0,911
7325,A388944A-1115-4352-8259-564DA8C00BB7,WESTGATE CHEVROLET (2018) LTD.,WOLFE CHEVROLET EDMONTON,499,82,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,285,74684,14279,0,1,1,8,0,1,0,,0,0,60,0,2219,6,919,23,0,1363,1086,627,0,16,436,0,0,12493
7326,9FAFC1AA-26B2-43F9-80FB-FA1C1CEDE064,LEGACY LEASING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17775,1713,0,0,0,0,8,0,0,,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4006
7327,02786E48-2131-4BFB-88CB-C993ECBBC110,MURRAY MOTORS OKOTOKS LIMITED PARTNERSHIP,,134,23,0,0,32,11,6,4,0,0,0,0,3,2,0,0,0,0,0,0,1055,731,3102,212,0,1,0,0,8,0,0,,0,0,25,0,941,1,29,63,0,456,388,211,0,1,0,0,0,3928
7328,A388944A-1115-4352-8259-564DA8C00BB7,CARBRITE CALGARY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,3,3,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7329,A388944A-1115-4352-8259-564DA8C00BB7,CARBRITE EDMONTON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14278,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7330,A388944A-1115-4352-8259-564DA8C00BB7,WESTERN PAINT & EQUIPMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14279,0,0,0,8,0,0,0,,0,0,3,0,0,1,0,0,0,0,0,0,0,0,436,0,0,4063
7331,A388944A-1115-4352-8259-564DA8C00BB7,ALBERTA LEASECO - WESTGATE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14279,155,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7332,DC6D12CC-252B-4270-9C4B-B2CBCAB3FC19,2027310 ALBERTA LTD,NORTHLAND KIA,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,29,8693,218,0,2,1,0,0,0,0,,0,0,30,0,1540,1,131,338,0,1027,885,616,6,1,17,1,0,2273
7333,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
7335,137B7DEF-42F1-4275-B863-4CA61728E1BA,AUTOMAXX AUTOMOTIVE SALES LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,2207,24,0,0,0,0,8,0,0,,,0,47,0,0,0,0,0,,572,444,154,0,0,0,0,0,341
7337,FBB4783B-6795-4EAF-9952-40616906EE15,OLYMPIC MOTORS (AB) V CORPORATION,RED DEER NISSAN,148,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,1236,7318,437,0,1,0,0,0,0,39,,,0,26,0,2835,1,182,78,,670,585,304,2,1,166,1,1,2043
7338,D0A841F6-FA6F-4F67-BF29-E6C6A069FF5A,CAM CLARK FORD SALES LTD.,,718,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,1692,21791,1464,0,11,1,1,0,0,0,,,0,83,0,4508,2,693,46,,1958,1712,931,0,12,0,0,0,700
7339,58F90BB1-812E-423C-A5DB-7CBF2EB7D323,CAM CLARK FORD SALES (2012) LTD,,781,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,1144,15020,6198,0,1,0,0,0,0,0,,,289,59,0,6270,2,386,105,,1242,1017,683,47,2,312,7,1,3136
7340,D3C060C4-F71F-4BC5-A6A8-29EE3989BD75,CAM CLARK FORD (OLDS) LTD,,121,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,463,6323,208,0,1,0,1,0,0,117,,,0,34,0,1975,1,139,41,,607,517,330,1,1,0,0,1,697
7341,D0A841F6-FA6F-4F67-BF29-E6C6A069FF5A,CAM CLARK LEASING LTD.,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21791,1464,2583,0,0,1,0,0,0,,,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
7342,D0A841F6-FA6F-4F67-BF29-E6C6A069FF5A,CAM CLARK SUPERSTORE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21791,1464,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7344,62B4FB36-A7D7-49C0-92BA-C054D000B598,CRAWFORD MOTORS LTD.,INNISFAIL CHRYSLER,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,468,2462,109,0,1,0,0,0,0,132,,,0,20,0,878,1,133,21,,274,224,145,0,1,1,0,1,1165
7345,0D535CF8-611B-466A-BE1D-5EBBBBCA5CA1,OWN IT FINANCE LTD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7348,AD8793DF-BFFF-4798-AB1B-D168918F3E7A,EDMONTON TRAILER SALES & LEASING,ETS WHITECOURT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5048,1622,0,2,0,0,8,0,0,,,5,6,0,0,1,232,0,,122,109,85,0,0,0,0,0,1130
7352,838273D5-DADD-4675-BA54-B7B5218CEDA2,RAINBOW FORD SALES INC.,,343,64,0,0,50,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,246,70,7103,289,0,1,0,0,0,0,0,,,124,26,0,1462,1,48,23,,545,470,381,0,1,189,3,0,3202
7354,2419E966-237D-41DC-84F0-00AF62C19281,CITY PLYMOUTH CHRYSLER (MEDICINE HAT) LTD.,,262,49,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,208,58,3555,273,0,1,0,1,0,0,0,,0,76,22,0,267,1,0,40,0,312,277,150,0,1,0,0,0,4327
7355,A388944A-1115-4352-8259-564DA8C00BB7,WOLFE FAMILY HOLDING LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14279,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7356,EBE52DE2-C63A-48CF-BA3D-7066674210E3,SILVERWOOD MOTOR PRODUCTS LTD.,LLOYDMINSTER TOYOTA,142,36,0,0,10,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,448,344,5035,265,0,0,1,0,0,0,246,,,42,27,0,797,2,142,67,,718,682,419,0,2,27,0,0,7357
7357,47761551-DA73-44BB-B883-B4145B2FB1A1,CAM CLARK FORD CANMORE LTD,,153,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,609,7968,3851,0,1,0,1,0,0,0,,,0,30,0,2449,1,173,76,,674,565,482,120,1,0,0,1,2385
7358,A388944A-1115-4352-8259-564DA8C00BB7,WOLFE CHEVROLET GMC BUICK CANMORE LTD.,,117,16,0,0,17,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,490,391,74684,14279,0,1,0,8,0,0,0,,0,0,20,0,1087,1,125,30,0,333,285,258,9,2,670,2,0,1246
7359,E1C7D142-EAD5-4875-A36F-7CE2970DEB3B,1820978 ALBERTA LTD.,STRAIGHTLINE UTILTY VEHICLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,73F64760-49DB-4850-883E-E11C8B8E09B8,2205723 ALBERTA LTD,SUZUKI OF EDMONTON,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,306,1625,89,0,0,0,0,8,0,0,,0,0,8,0,0,1,0,31,0,239,203,225,0,0,0,0,0,602
7362,4C1DB76E-B5E9-4EAD-9998-C1430F88F420,SOUTH TRAIL NISSAN LTD,SOUTH TRAIL NISSAN,104,21,0,0,15,6,9,5,0,0,0,0,0,0,0,0,1,1,1,1,1302,0,7267,532,0,1,1,0,8,0,0,,,24,31,0,353,1,306,4,,674,614,411,9,1,261,6,0,89
7364,A388944A-1115-4352-8259-564DA8C00BB7,ALBERTA LEASECO - CANMORE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684,14279,32,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,4063
7365,b2e9a40f-fdfc-43d6-b8f2-393e375a9a4d,BIG M FORD LINCOLN LTD.,,511,98,0,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,899,10514,478,152,0,0,0,0,0,318,,,67,38,0,1459,1,77,85,,750,582,454,0,2,0,0,0,1969
7368,6D0BDF3C-945C-410A-BD37-EE5313DC3CDB,551546 ALBERTA LTD.,MOUNTAIN VIEW DODGE CHRYSLER JEEP RAM,121,29,0,0,1,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,588,528,2383,344,0,1,0,1,8,0,41,,,8,17,0,1023,1,0,22,,256,224,164,0,0,1,1,1,3176
7369,FAD743AE-7E9E-4B4A-A477-56F3886368D2,DIVERSE LEASING AND RENTALS LTD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7370,54EDACF1-D1C6-4AF0-8CD6-FF4662EE6A19,ELEDONE MANAGEMENT INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,3214,0,0,0,0,0,0,0,,,4,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,222
7371,7a60507e-f1c7-45d6-bc4d-0509d5e96e83,DK FORD SALES LTD.,,968,95,0,0,90,75,54,31,0,0,0,0,10,9,0,0,0,0,0,0,1196,867,44704,4916,474,2,1,1,0,0,236,,,235,50,0,2242,1,473,26,,1021,877,675,9,3,393,3,1,7923
7372,7a60507e-f1c7-45d6-bc4d-0509d5e96e83,KOCH FORD LINCOLN SALES (2003) LTD.,KOCH FORD LINCOLN SALES (2003) LTD.,2105,171,0,0,72,50,20,16,0,0,0,0,14,11,0,0,0,0,0,0,2652,1982,44704,4916,332,1,1,1,0,0,311,,,4,86,0,6160,1,842,24,,1876,1507,1115,11,1,16,1,0,9584
7373,7a60507e-f1c7-45d6-bc4d-0509d5e96e83,KOCH FORD SALES (ATHABASCA) LTD.,KOCH FORD SALES (ATHABASCA) LTD.,504,52,0,0,89,40,8,7,1,1,0,0,26,15,0,0,0,0,0,0,960,647,44704,4916,0,2,0,1,0,0,29,,,28,35,0,2851,1,378,70,,678,503,454,273,1,159,3,0,3890
7375,420110ee-6261-499b-b608-88e73d1d3f84,ROYAL OAK JLR LTD. ,JAGUAR LAND ROVER ROYAL OAK,146,99,0,0,25,10,6,3,0,0,0,0,0,0,17,9,0,0,0,0,528,425,10776,7511,0,1,0,0,0,7,95,,,18,29,0,1017,2,106,96,,373,317,210,106,2,252,1,1,4040
7376,54EDACF1-D1C6-4AF0-8CD6-FF4662EE6A19,EASY PRO MECHANICAL SERVICES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,3214,0,0,0,0,0,0,0,,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7377,D2CC30B5-4B2E-499D-9CC6-51437C3C27A3,ALLAN-DALE TRAILERS & RV'S,ALLAN-DALE TRAILERS & RV'S,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,4375,2204,0,1,0,0,0,3,0,,0,5,17,0,0,1,0,20,0,137,76,33,2,0,0,0,0,1526
7378,5a8dc0a3-1e28-488e-b82a-eac89126b9c3,WESTERN STERLING TRUCKS LTD.,WESTERN TRUCK AND TRAILER,335,171,0,0,10,6,0,0,3,2,0,0,0,0,0,0,5,5,0,0,783,533,6327,704,0,1,0,0,0,0,0,,0,0,29,0,1380,1,764,118,0,557,500,436,0,1,98,3,0,1207
7380,b022877b-f610-4536-a107-1a3d52e44c76,DERRICK LEASING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91300,3788,0,0,0,10,8,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,0,3,0,0,0
7381,b022877b-f610-4536-a107-1a3d52e44c76,CANADA WIDE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91300,3788,0,0,0,10,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,515
7382,31A581B6-BAF4-49D6-8FBF-13FEC168556B,1176943 ALBERTA LTD.,LEXUS OF CALGARY,644,77,0,0,300,92,28,10,9,8,0,0,1,0,0,0,0,0,0,0,2493,66,12672,21153,0,1,0,1,0,0,638,,,494,57,0,130,1,232,2,,1645,1473,972,372,2,0,0,0,16182
7383,9608a9eb-5690-467e-8d44-b74161730784,1371487 ALBERTA LTD. ,COCHRANE TOYOTA,587,9,0,0,402,81,24,16,17,9,0,0,1,0,64,18,0,0,0,0,1100,0,15691,1789,0,1,0,1,0,265,593,,,0,49,0,198,1,421,39,,1632,1496,1144,2,2,0,0,0,2982
7384,85D1FBDC-A5E7-4A72-B93A-0E83801364FF,LEXUS OF ROYAL OAK,LEXUS OF ROYAL OAK,361,62,0,0,6,1,0,0,74,55,0,0,0,0,0,0,0,0,0,0,2513,2015,20344,3481,0,1,0,2,0,0,700,,,147,55,0,2287,1,227,64,,1709,1552,1022,2,1,646,1,0,2520
